Date,NAV,Change,Fund Name,AMC Name,Launch Date,AUM (Crore),TER (%),Return (%),YTM (%),1W (%),1M (%),3M (%),6M (%),YTD (%),1Y (%),2Y (%),3Y (%),5Y (%),1W_Rank_Out_Of_12,1M_Rank_Out_Of_12,3M_Rank_Out_Of_12,6M_Rank_Out_Of_12,YTD_Rank_Out_Of_12,1Y_Rank_Out_Of_12,2Y_Rank_Out_Of_12,3Y_Rank_Out_Of_12,5Y_Rank_Out_Of_8,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,1Y,2Y,3Y,5Y,% Debt Holding,No of debt holdings,% Cash Holding
25-07-2024,331.5841,0.12,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
24-07-2024,331.4592,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
23-07-2024,331.4243,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
22-07-2024,331.387,0.21,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
19-07-2024,331.1804,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
18-07-2024,331.085,0.15,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
16-07-2024,330.9322,0.09,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
15-07-2024,330.8439,0.2,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
12-07-2024,330.6485,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
11-07-2024,330.5919,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
10-07-2024,330.494,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
09-07-2024,330.4367,0.09,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
08-07-2024,330.3437,0.21,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
05-07-2024,330.1298,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
04-07-2024,330.0566,0.12,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
03-07-2024,329.9395,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
02-07-2024,329.8577,0.14,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
01-07-2024,329.7154,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
30-06-2024,329.6123,0.13,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
28-06-2024,329.4795,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
27-06-2024,329.3816,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
26-06-2024,329.3296,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
25-06-2024,329.2831,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
24-06-2024,329.2241,0.19,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
21-06-2024,329.0325,0.09,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
20-06-2024,328.9425,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
19-06-2024,328.8663,0.09,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
18-06-2024,328.7789,0.33,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
14-06-2024,328.4471,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
13-06-2024,328.3697,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
12-06-2024,328.2928,0.09,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
11-06-2024,328.1987,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
10-06-2024,328.1167,0.21,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
07-06-2024,327.9022,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
06-06-2024,327.8057,0.16,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
05-06-2024,327.6451,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
04-06-2024,327.574,-0.2,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
03-06-2024,327.7769,0.22,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
31-05-2024,327.5559,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
30-05-2024,327.4993,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
29-05-2024,327.4173,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
28-05-2024,327.3698,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
27-05-2024,327.3286,0.16,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
24-05-2024,327.1707,0.18,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
22-05-2024,326.9907,0.09,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
21-05-2024,326.9027,0.32,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
17-05-2024,326.5816,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
16-05-2024,326.5102,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
15-05-2024,326.4093,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
14-05-2024,326.325,0.11,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
13-05-2024,326.2154,0.16,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
10-05-2024,326.051,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
09-05-2024,325.9886,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
08-05-2024,325.9727,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
07-05-2024,325.9487,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
06-05-2024,325.9078,0.24,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
03-05-2024,325.6727,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
02-05-2024,325.6224,0.12,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
30-04-2024,325.506,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
29-04-2024,325.4398,0.17,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
26-04-2024,325.2669,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
25-04-2024,325.2108,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
24-04-2024,325.1495,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
23-04-2024,325.0674,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
22-04-2024,324.9654,0.24,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
19-04-2024,324.7251,-0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
18-04-2024,324.7787,0.12,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
16-04-2024,324.6585,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
15-04-2024,324.6303,0.22,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
12-04-2024,324.4127,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
10-04-2024,324.3533,0.19,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
08-04-2024,324.1651,0.15,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
05-04-2024,324.0166,0.11,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
04-04-2024,323.9024,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
03-04-2024,323.8446,0.14,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
02-04-2024,323.7034,0.27,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,ABSLMF,01-01-2013,13126.24,0.24,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6,0.53,1.3,3.74,0.05,0.02,0.0424,0.0859,0.13,0.207,0.9768,228,0.0227
