Date,NAV,Change,Change(%),Fund Name,Plan,AMC Name,Launch Date,AUM (Crore),TER (%),Invested Amount,Current Value,Return (%),YTM,1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,1W_Rank_Out_Of_12,1M_Rank_Out_Of_12,3M_Rank_Out_Of_12,6M_Rank_Out_Of_12,YTD_Rank_Out_Of_12,1Y_Rank_Out_Of_12,2Y_Rank_Out_Of_12,3Y_Rank_Out_Of_12,5Y_Rank_Out_Of_8
2024-09-26,335.9298,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-25,335.8388,0.13,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-24,335.7111,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-23,335.6717,0.22,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-20,335.451,0.11,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-19,335.3371,0.19,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-17,335.1461,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-16,335.1018,0.22,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-13,334.8804,0.11,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-12,334.7721,0.05,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-11,334.7257,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-10,334.6901,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-09,334.6456,0.2,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-06,334.4424,0.07,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-05,334.3687,0.02,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-04,334.3471,0.03,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-03,334.3145,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-09-02,334.2267,0.19,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-30,334.0359,0.03,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-29,334.0044,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-28,333.9599,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-27,333.8633,0.06,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-26,333.8054,0.17,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-23,333.6339,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-22,333.5428,0.08,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-21,333.458,0.06,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-20,333.394,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-19,333.2945,0.21,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-16,333.0807,0.14,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-14,332.9434,-0.01,0.0,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-13,332.9501,0.08,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-12,332.8687,0.2,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-09,332.6647,0.06,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-08,332.6097,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-07,332.5079,0.01,0.0,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-06,332.4951,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-05,332.4502,0.16,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-02,332.2951,0.07,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-08-01,332.2217,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-31,332.1228,0.0,0.0,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-30,332.1254,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-29,332.032,0.27,0.08,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-26,331.7577,0.17,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-25,331.5841,0.12,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-24,331.4592,0.03,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-23,331.4243,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-22,331.387,0.21,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-19,331.1804,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-18,331.085,0.15,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-16,330.9322,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-15,330.8439,0.2,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-12,330.6485,0.06,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-11,330.5919,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-10,330.494,0.06,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-09,330.4367,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-08,330.3437,0.21,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-05,330.1298,0.07,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-04,330.0566,0.12,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-03,329.9395,0.08,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-02,329.8577,0.14,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-07-01,329.7154,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-30,329.6123,0.13,0.04,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-28,329.4795,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-27,329.3816,0.05,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-26,329.3296,0.05,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-25,329.2831,0.06,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-24,329.2241,0.19,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-21,329.0325,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-20,328.9425,0.08,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-19,328.8663,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-18,328.7789,0.33,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-14,328.4471,0.08,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-13,328.3697,0.08,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-12,328.2928,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-11,328.1987,0.08,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-10,328.1167,0.21,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-07,327.9022,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-06,327.8057,0.16,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-05,327.6451,0.07,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-04,327.574,-0.2,-0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-06-03,327.7769,0.22,0.07,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-31,327.5559,0.06,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-30,327.4993,0.08,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-29,327.4173,0.05,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-28,327.3698,0.04,0.01,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-27,327.3286,0.16,0.05,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-24,327.1707,0.18,0.06,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-22,326.9907,0.09,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-21,326.9027,0.32,0.1,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-17,326.5816,0.07,0.02,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-16,326.5102,0.1,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-15,326.4093,0.08,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
2024-05-14,326.325,0.11,0.03,Aditya Birla Sun Life Floating Rate Fund Direct - Growth,Direct Plan,ABSLMF,2013-01-01,13126.24,0.24,600000,720612,7.47,6.74,0.27,0.72,1.79,3.89,7.22,8.15,8.2,8.01,6.54,2,2,6,4,10,9,10,9,6
