Date,NAV,Change,Change(%),Fund Name,Plan,AMC Name,Launch Date,AUM (Crore),TER (%),Invested Amount,Current Value,Return (%),YTM,1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,1W_Rank_Out_Of_12,1M_Rank_Out_Of_12,3M_Rank_Out_Of_12,6M_Rank_Out_Of_12,YTD_Rank_Out_Of_12,1Y_Rank_Out_Of_12,2Y_Rank_Out_Of_12,3Y_Rank_Out_Of_12,5Y_Rank_Out_Of_8
2022-12-21,41.5635,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-20,41.5561,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-19,41.5545,0.03,0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-16,41.527,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-15,41.52,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-13,41.5019,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-12,41.4997,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-09,41.481,0.01,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-08,41.4752,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-07,41.4706,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-06,41.4672,0.02,0.025,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-05,41.4672,0.01,0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-02,41.457,0.01,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-12-01,41.4518,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-30,41.4348,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-29,41.4283,0.01,0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-28,41.4151,0.01,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-25,41.4003,0.03,0.06,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-23,41.3739,-0.01,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-22,41.379,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-21,41.3711,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-18,41.3646,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-16,41.3449,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-15,41.3271,0.01,0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-14,41.3159,0.03,0.08,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-10,41.2829,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-09,41.2622,0.03,0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-07,41.2347,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-04,41.2344,0.03,0.08,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-03,41.2002,-0.01,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-02,41.2058,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-11-01,41.1991,0.0,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-31,41.2029,0.02,0.06,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-28,41.1779,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-27,41.1749,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-25,41.153,0.05,0.12,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-21,41.1029,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-20,41.1011,0.0,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-19,41.1056,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-18,41.1032,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-17,41.0995,0.05,0.13,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-14,41.0465,0.0,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-13,41.0488,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-12,41.0407,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-11,41.0205,-0.01,-0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-10,41.0336,0.0,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-07,41.0381,0.0,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-06,41.0411,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-04,41.037,0.03,0.06,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-10-03,41.011,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-30,41.0099,0.05,0.11,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-29,40.9636,0.03,0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-28,40.9338,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-27,40.9244,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-26,40.9221,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-23,40.9236,-0.01,-0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-22,40.9345,-0.01,-0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-21,40.9445,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-20,40.9442,-0.01,-0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-19,40.9533,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-16,40.9376,-0.01,-0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-15,40.9456,-0.01,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-14,40.9509,0.0,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-13,40.9557,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-12,40.9378,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-09,40.9282,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-08,40.9115,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-07,40.8961,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-06,40.8781,0.03,0.06,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-05,40.8531,0.03,0.06,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-02,40.8272,0.03,0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-09-01,40.7993,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-30,40.7805,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-29,40.7604,0.04,0.11,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-26,40.7166,0.02,0.06,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-25,40.6943,0.01,0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-24,40.6813,0.03,0.06,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-23,40.6556,0.0,0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-22,40.6525,0.04,0.09,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-19,40.6154,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-18,40.6167,0.0,0.0,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-17,40.618,0.08,0.146900000000005,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-12,40.5403,0.03,0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-11,40.5136,0.03,0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-10,40.4835,0.03,0.08,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-08,40.4513,0.02,0.04,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-05,40.4339,-0.03,-0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-04,40.4632,0.01,0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-03,40.4521,-0.01,-0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-02,40.4603,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-08-01,40.4383,0.03,0.07,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-07-29,40.41,0.01,0.02,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-07-28,40.4013,0.01,0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-07-27,40.3908,0.01,0.03,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-07-26,40.3778,0.0,-0.01,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
2022-07-25,40.3819,0.02,0.05,HDFC Floating Rate Debt Fund Direct - Growth,Direct Plan,HDFCMF,2013-01-01,15548.72,0.26,600000,724378,7.69,7.14,0.16,0.63,1.73,3.81,7.43,8.27,8.47,8.21,6.82,8,6,8,5,6,6,8,7,3
